text	rating	consumer_id	language	reply_message	consumer_countryCode	consumersReviewCountOnSameDomain	dates_publishedDate	consumer_numberOfReviews	reply_publishedDate	likes	consumer_isVerified	title
Poging tot telefonisch contact wegens probleem met debetkaart. Na 15min vruchteloos wachten geef ik het maar op...	1	5ff98e5133b567001ab706a2	nl	"Beste Dirk DS,

Onze excuses voor wat u hebt ervaren. Aarzel niet om het ons meer in detail uit te leggen zodat we aan een oplossing kunnen werken.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2023-12-04T11:46:15.000Z	3	2023-12-07T10:47:35.000Z	0	False	Poging tot telefonisch contact wegens…
Email om vrienden uit te nodigen klant te worden in de maand van mijn verjaardag, en geld te kunnen uitdelen, én krijgen: Goeie marketing	5	5045da98000064000120ac82	nl		BE	2	2023-12-02T13:03:12.000Z	5		0	False	Verjaardagsmaand
"Sinds 11 oktober, debet kaart gecancelled, zogezegd vervangen door een nieuwe.
Heb hen uiteindelijk gemaild en ik doe echt mn nbest om geen contact met hen te moeten zoeken want ze zijn zo onvoorstelbaar arrogant en traag.
Wacht al 8 dagen op antwoord over waar die zogezegde nieuwe debet kaart is.
Ze hebben mijn huidige kaart gecancelled en een vervanging is in geen velden of wegen te bekennen.

Heel handig.
En dit soort onzin is het geval bij ELKE nieuwe kaart.

Dit is geen bank, dit is een slechte grap.
Ze zijn te druk bezig volgens hen. Men moet maar wat geduld oefenen. DAT is het enige antwoord dat ik krijg van hen als je hen een mail stuurt.

Na 20 jaar ga ik maar van bank veranderen, dit is niet ernstig meer."	1	63ca348d08738d0013df6638	nl	"Beste Alain,

Onze excuses voor wat u hebt ervaren. Wij waarderen uw geduld en we gaan er alles aan doen om dit zo snel mogelijk te behandelen.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2023-11-30T18:54:43.000Z	2	2023-12-07T10:59:45.000Z	1	False	vermiste nieuwe debet kaart
"Refuse de crédit hypothécaire (avec un revenu moyen mensuel sur les 24 derniers mois de 6 000€).

En cause : J'ai changé d'employeur pour gagner plus.
ET ils exigent des rénovations malgré un PEB D (ce que j'ai les moyens de faire sur fond propres et ne les regarde donc pas)

Des clowns, mon crédit à été accepté PARTOUT ailleurs."	1	63b2ed562952e70012716999	fr	"Bonjour Monsieur Noël,

Nous apprécions vos commentaires. Il est important pour nous de comprendre les expériences de nos clients pour améliorer nos services.

Cordialement,
L'équipe de Keytrade Bank"	BE	1	2023-11-28T23:08:34.000Z	12	2023-11-29T11:32:15.000Z	0	False	Refuse de crédit hypothécaire
"Malheureusement je me rend compte qu’aujourd’hui il n’est pas possible de faire des paiements avec ma carte visa débit via mon téléphone ni de faire des paiements via QR code.

C’est totalement hallucinant d’entendre cela pour une banque en ligne en 2023. Votre site parle de paiements en ligne mais se garde bien de mentionner cette limite incompréhensible de vos systèmes.

Ceci est ultra handicapant et m’oblige à avoir un compte auprès d’une autre banque et de virer de l’argent de keytrade vers celle-ci.

Avez-vous une date de mise en service de ses services BASIQUES dans le monde actuel et non d’il y a 5 ou 10ans ? si cela n’est pas résolu d’ici peu je fermerai sans doute mes comptes auprès de keytrade ou les laisserai dormir sans les utiliser.

Je voulais aussi mentionner vos procédures pour récupérer les accès à l’application. Vous passez encore par courrier papier et documents à compléter a la main pour des raisons sois disant de sécurité. Encore une fois en 2023 de nombreuses solutions électroniques existent tel que ITSME ou docusign donc malheureusement ce genre de chose met 1,5 semaine chez vous contre quelques minutes dans de nombreuses autres banques. Bizarre pour une banque qui se dit en ligne"	2	656653c1fe5e3b00111ee809	fr	"Bonjour Eric,

Nous sommes désolés de ne pas répondre à vos attentes. Nous travaillons sur des améliorations et vos commentaires nous aident à prioriser ces changements.

Concernant la procédure de récupération des accès à l'application, vous pouvez utiliser Itsme pour récupérer vos accès en quelques minutes via : https://www.keytradebank.be/fr/softkey-recovery

Cordialement,
Véronique de l'équipe Keytrade Bank"	BE	1	2023-11-28T22:55:43.000Z	1	2023-12-19T13:09:38.000Z	1	False	banque archaique, QR code et paiement via mobile pas possible
"Klantenservice niet te bereiken.
De online applicaties werken voor geen meter."	1	656482800c21b00012a23610	nl	"Beste heer Wils,

Natuurlijk vinden wij het niet fijn te lezen dat u teleurgesteld bent. Aarzel niet om het ons meer in detail uit te leggen zodat we aan een oplossing kunnen werken.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2023-11-27T13:50:29.000Z	1	2023-11-29T11:25:43.000Z	0	False	Klantenservice niet te bereiken.
"Sinds eind september 23 hebben we de  procedure gevolgd van Keytrade om onze rekening af te sluiten. Vandaag 27 november nog steeds niet uitgevoerd na meerdere keren contact per mail en ook telefonisch. 
Ook gaan er kleine bedragen van de zichtrekening (die op 0 stond), waar wij geen vat op hebben en geen toelating voor gaven. Keytrade is niet beschaamd om dan een mail te sturen dat het saldo negatief is, terwijl ze er zelf aanzitten en nog steeds niet het nodige deden om deze af te sluiten, zoals al 2 maand geleden aangevraagd. Zelf kan je blijkbaar niets doen om de afsluiting effectief te doen, je bent volledig afhankelijk van Keytrade, die naar mijn mening de klant oplicht op deze manier."	1	5f57a68dad5bb45f20091e80	nl	"Beste CDV,

Onze excuses voor wat u hebt ervaren. Wij waarderen uw geduld en we gaan er alles aan doen om dit zo snel mogelijk te behandelen.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2023-11-27T13:26:16.000Z	3	2023-11-29T11:37:13.000Z	2	False	Rekening afsluiten is probleem!
Op 15/10 online een rekening geopend (als nieuwe klant).  Drie weken later hierover nog niets vernomen en gebeld naar de Klantendienst waar men mij wist te vertellen dat dit 4 weken of langer kon duren.  Op 27/11 nog steeds geen nieuws ontvangen en opnieuw gebeld naar de Klantendienst waar men mij vertelde “dat ze het gingen bekijken”. En ik die dacht dat Keytrade een serieuze(re) bank was...	1	5e763431062aad6197caa564	nl	"Beste heer Praet,

Onze excuses voor wat u hebt ervaren. Wij waarderen uw geduld en we gaan er alles aan doen om dit zo snel mogelijk te behandelen.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2023-11-27T13:01:46.000Z	22	2023-11-29T11:48:54.000Z	2	False	Nieuwe rekening openen lijkt onmogelijk te zijn.
A n'utiliser que parce que c'est gratuit. Tout fonctionne mais tout est pénible, rien n'est optimisé, userfriendlyness c'est zéro... mais c'est gratuit.	1	65638ca9a8fc2c0012e2a232	fr	"Bonjour,

Nous regrettons d'entendre parler de votre expérience. Nous nous engageons à améliorer nos services et vos commentaires sont inestimables pour nous.

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2023-11-26T20:21:35.000Z	1	2023-11-29T11:42:25.000Z	0	False	A n'utiliser que parce que c'est gratuit
"Zeer slechte service!!! Al 2 maanden aan het wachten tot EIN-DE-LIJK mijn rekeningen overgezet zijn. 
Soft key installeren was een ramp, hard key werkt nog steeds niet en nu blijkt payconiq ook niet te werken.
Ik verander NU meteen terug naar een andere bank. Die zal misschien duurder zijn, maar wél werken!!!"	1	5e5f5db01a9169b3eaa7b5ad	nl	"Beste,

Uiteraard vinden wij het jammer te lezen dat u niet tevreden bent. We streven constant naar verbetering van onze dienstverlening en we zullen dus uw feedback zeker gebruiken.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	NL	1	2023-11-25T17:16:14.000Z	7	2023-11-29T11:39:34.000Z	2	False	Zeer slechte service!!
client depuis des années et le service baisse année après année. Des semaines de délais pour augmenter un plafond visa alors qu'avant c'était réglé en quelques jours, une opposition de carte qui reste sans réponse malgré des mails de confirmation refusés, des cartes qui ne passent pas à l'étranger et dans des parkings, UNE HONTE ! La dernière en date est un prêt hypothécaire qui est impossible à réaliser car le site ne fonctionne pas et personne de disponible au téléphone. Keytrade c'est fini pour moi, on comprend maintenant pourquoi ce sont les moins chers du marchés...	1	6560b23530f915001185d579	fr	"Bonjour N.S,

Nous sommes désolés d'apprendre que vous n'êtes pas satisfait de notre service. Nous nous efforçons de fournir un excellent service à nos clients et nous utiliserons votre feedback pour nous améliorer.

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2023-11-24T16:25:01.000Z	1	2023-11-29T12:23:02.000Z	1	False	client depuis des années et le service…
"Je ne peux que confirmer les innombrables messages qui disent que c'est une organisation qui n'à rien à faire de la satisfaction des clients. C'est clair pour moi, je ferme le compte et j'en ouvre un autre dans une ""vrai"" banque."	1	61ba127a65f22c0013565a03	fr	"Bonjour Bank user,

Nous sommes désolés d'apprendre que vous n'êtes pas satisfait de notre service. Nous nous efforçons de fournir un excellent service à nos clients et nous utiliserons votre feedback pour nous améliorer.

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2023-11-24T15:49:35.000Z	2	2023-11-29T11:57:15.000Z	0	False	Keytrade Bank est aux abonnés absents
"Habituellement très content de cette banque, j'essaie desepèrement d'ouvrir un compte pour ma fille.

Un mois que les documents demandés ont été renvoyés, et malgré plusieures relances par mail. pas de réponse.

Ici cela fait 3h que j'essaie de toucher leur service client, sans résultat. 
La douce musique de valse, m'a poussé à contacter une autre banque et j'ai eu rdv dès le lendemain. Dommage"	2	655e1735e3914800125dcb8a	fr	"Bonjour driver,

Nous regrettons profondément d'entendre parler de votre expérience. Votre satisfaction est notre priorité et nous prenons votre feedback au sérieux.

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2023-11-22T16:59:09.000Z	2	2023-11-29T11:43:51.000Z	1	False	Service client injoignable
"Zou liever 0 sterren geven althans voor de laatste persoon die ik aan de lijn had. De vorige zou ook in ons service center aan de slag kunnen maar die laatste. Onvoorstelbaar hoe arrogant hij omgaat met klanten.
Soit ook jammer dat mijn dochter haar kaart die ik op 13/10 aangevraagd heb nog steeds niet kan gebruikt worden en dat ik nu nog een bijkomend document moet invullen. Konden jullie dit niet in de aanvraag verwerken of 5 weken geleden opvragen?
Wel fijn dat ze constructief reageren op een review ;-)"	1	62f3fc3a813ff10012f73077	nl	"Beste mevrouw Passchier,

Uiteraard vinden wij het jammer te lezen dat u niet tevreden bent. We streven constant naar verbetering van onze dienstverlening en we zullen dus uw feedback zeker gebruiken.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2023-11-22T13:33:13.000Z	5	2023-11-29T12:02:46.000Z	1	False	Zou liever 0 sterren geven althans voor…
"Bonjour,
J'ai bloqué ma hardkey qui me permet de consulter mon compte, j'ai fais les démarches pour résoudre le problème, ai suivi à la  lettre leurs instructions, cela fait plus d'un mois et toujours pas de solution , pas de nouvelles de leur part. Réponse au téléphone inexistante même après  vingt minute d'attente. J'ai demandé la clôture de mon compte, curieux de voir leur réactivité"	1	59785b7f0000ff000ab3bcd7	fr	"Bonjour Monsieur Denonne,

Nous sommes désolés que vous ayez eu cette expérience. Nous apprécions votre patience et traitons vos préoccupations le plus rapidement possible.

Cordialement,
Veronique de l'équipe Keytrade Bank"	BE	1	2023-11-20T14:35:22.000Z	5	2023-11-22T11:10:23.000Z	1	False	Client mécontent
Jarenlang was ik een tevreden klant bij jullie. Sinds kort trekt jullie service echter of zeer weinig. Het duurt uren om de app te gebuiken, laat staan de computer. Jullie zijn haast niet bereikbaar en als we jullie kunnen bereiken krijgen we als boodschap: Los het zel o, jullie staan zelf in voor jullie rekeningen, ... Ik zou zeer graag al mijn producten bij jullie stopzetten. Ik hoop dat ik hier geen jaar op moet wachten!	1	65589ff9cb1d2a001127c573	nl	"Beste Sander G,

We vinden het jammer dat we niet aan uw verwachtingen hebben voldaan. We werken hard aan het verbeteren van onze diensten op basis van feedback zoals die van u.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2023-11-18T13:29:03.000Z	1	2023-11-22T11:05:02.000Z	2	False	Jarenlang was ik een tevreden klant bij…
"J’ai téléphone au leur numéro 02/6790000, le service vous laisse attendre, au point que vous finissez de raccrocher.
Pour une société de trading boursier, où parfois la rapidité d’exécution est primordiale, ce service clientèle est déplorable. 
Keytrade va perdre des clients s’il n’améliore pas leur service. C’est sûr."	1	5b90d64a4de5666d344fb4f2	fr	"Bonjour Tung,

Merci pour vos commentaires. Nous sommes désolés pour le dérangement et nous prenons des mesures pour éviter que cela ne se reproduise.

Bien à vous,
L'équipe Keytrade Bank"	BE	2	2023-11-15T21:45:05.000Z	9	2023-11-22T10:55:48.000Z	2	True	Téléphone KEYTRADE aux abonnés absents
Dans l'ensemble peut mieux faire au niveau de l'application du programme, certaines fonctions sont lourdes, c'est vrai pourquoi faire simple quand on peut faire compliqué. Mais surtout, cette banque ce croit au- dessus des lois, nous avons un compte commun et pour mon épouse, il refuse de donner les infos techniques pour qu'elle puisse utiliser sa carte. Chercher l'erreur !!!!!!	2	6070496ebe64f60019b2093d	fr	"Bonjour Monsieur Charlier,

Nous sommes déçus d'apprendre que vous avez eu une mauvaise expérience. Nous aimerions en savoir plus sur votre situation et travailler à une résolution.

Cordialement,
L'équipe Keytrade Bank"	BE	1	2023-11-15T11:16:03.000Z	5	2023-11-22T10:51:22.000Z	0	False	Dans l'ensemble peut mieux faire au…
Bonjour, je suis nouvelle cliente et je ne trouve pas d'info sur les virements instantanés, payants ou non payants? Je pense qu'il n'y a pas d'accès au payconiq, ce sui est bien dommage et embêtant. J'espère que ce sera vite disponible. Autrement, rien à dire pour le moment.	4	654ec09ae035b90012610d7f	fr		BE	1	2023-11-11T01:45:36.000Z	1		0	False	Découverte
"Ramp. Iedere keer een ultra lange wachttijd om iemand te spreken te krijgen .. die mij dan niet kon helpen. De Belgische administraties zijn 10 keer beter! 
Nee, Keytrade heeft voor mij afgedaan."	1	5e536fc41a91696bbba170bd	nl	"Beste,

Bedankt voor uw feedback. Weet dat we deze feedback als essentieel zien om onze diensten te verbeteren om in de toekomst dit type van problemen te vermijden. Onze excuses voor het ongemak.

Met vriendelijke groeten,
Keytrade Bank



"	US	1	2023-11-09T13:08:43.000Z	5	2023-11-09T14:21:31.000Z	2	True	Ramp, ultra lange wachttijd
"Service client extrêmement lent à répondre au téléphone, c'est systématique, il est normal d'attendre 30 minutes, voire plus avant d'avoir quelqu'un qui décroche, c'est indécent venant d'une banque soit-disant ""de référence"" (j'en ai fait l'expérience plusieurs fois, ils disent qu'ils sont constemment submergés d'appels parce qu'ils ne sont pas assez dans l'équipe). Pas très professionnel.. la priorité de Keytrade Bank est clairement ailleurs (profit). D'autres banques sont clairement plus réactives et ont une approche plus respectueuse vis-à-vis de leurs clients. Dommage car pour le client, la réactivité du service fait partie de ses priorités, si ce n'est la première, attendre peu de temps au téléphone est une preuve de qualité, de respect, d'autres banques l'ont bien compris et sont bien plus sérieuses. Si le service client est important pour vous, comme il l'est pour moi, je déconseille fortement cette banque."	1	601b720d0e4b020019bcbed7	fr	"Bonjour Pat,

Nous regrettons profondément d'entendre parler de votre expérience. Votre satisfaction est notre priorité et nous prenons votre feedback au sérieux.

Bien à vous,
L'équipe de Keytrade Bank"	BE	1	2023-11-07T16:03:27.000Z	23	2023-11-09T14:30:10.000Z	2	False	Service client ridiculement lent à répondre, ils confirment eux-mêmes, c'est systématique
"Jarenlang klant...Service ondermaats. Torenhoge kost om 1 verrichting van een afgesloten rekening bevestigd te krijgen. 
Gebruik van Visa kaart, online is problematisch. Als belegger geen feed-back, info, ....
Telefonische contactname is problematisch. Beloftes worden gedaan, niet nagekomen (terugbellen)."	1	530ec7d10000640001662f83	nl	"Beste heer De Leenheer,

Uiteraard vinden wij het jammer te lezen dat u niet tevreden bent. We streven constant naar verbetering van onze dienstverlening en we zullen dus uw feedback zeker gebruiken.

Met vriendelijke groeten,
Keytrade Bank"	BE	1	2023-11-07T14:15:19.000Z	5	2023-11-09T14:27:31.000Z	1	False	Jarenlang klant...Service ondermaats
Enkele weken klant geworden. Wacht nog steeds op softkey om account te kunnen activeren maar tussentijds wel al kaart ontvangen.	1	63148790b2a0a300148b4447	nl	"Beste Deborah,

We betreuren wat u blijkbaar hebt ervaren. Uw SoftKey werd op 10 oktober verzonden maar is blijkbaar niet toegekomen. We sturen een nieuwe SoftKey op.

Met vriendelijke groeten,
Keytrade Bank"	BE	1	2023-11-06T16:31:22.000Z	3	2023-11-06T17:06:31.000Z	0	False	Wacht nog steeds op softkey
"Depuis la nouvelle carte(obligatoire) plus possible d'employer l'app payconiq... Indigne d'une institution qui s'appelle banque...
Contact téléphonique ne sait pas me dire si ca va être résolu ou pas.."	1	5832c9060000ff000a5958c4	fr	"Bonjour Monsieur George,

Nous sommes désolés d'entendre parler de votre insatisfaction. Nous apprécions votre feedback et vous assurons que nous prenons des mesures pour rectifier la situation.

Cordialement,
L'équipe Keytrade Bank"	BE	2	2023-11-03T23:37:26.000Z	16	2023-11-06T08:58:52.000Z	2	False	Depuis la nouvelle carte(obligatoire)…
"Cela fait 3 mois que je tente désespérément d´obtenir un contact digne de ce nom 🥺
Impossible d'effectuer un transfert de compte d´épargne vers compte à vue ... alors que je désirais acheter des bons d´État avec cet argent début septembre, il est toujours bloqué 😬 
Par ailleurs, il y a quelques jours, j'ai égaré mon digipass (malheur à moi!) Pas de réponse au téléphone après 20´ d´attente, rien d´autre qu´une réponse automatique aux mails ou au formulaire de contact...
La soi-disant demande automatique de nouveau digipass via Itsme aboutit à une page d´erreur 
En attendant, j´ai déjà reçu des rappels pour mes factures impayées 😲"	1	603fcc5d31fac0001a11b331	fr	"Bonjour Fran,

Nous sommes désolés que vous ayez eu cette expérience. 

Vous pouvez réessayer d'activer une nouvelle méthode d'accès digitale via cette page web 
https://www.keytradebank.be/fr/softkey-recovery.

Ensuite, nous vous conseillons de créer une méthode d'accès de secours. Plus d'information via https://www.keytradebank.be/fr/notre-blog/dont-forget-to-create-an-extra-access.

Bien à vous,
L'équipe Keytrade Bank"	BE	1	2023-11-02T06:40:54.000Z	2	2023-11-06T10:42:23.000Z	1	False	Contact, svp !
Pratiques commerciales douteuses. Leurs publicités incitent à créer un compte pour pouvoir profiter de leurs cartes de crédit avantageuses. Après création, un email automatique vous informe qu'ils refusent de vous accorder la carte sans préciser de raison. Scam.	1	650de6c6c9ea3f00124a9f94	fr	"Bonjour Samuel,

Nous sommes désolés d'apprendre que vous n'êtes pas satisfait de notre service. Nous nous efforçons de fournir un excellent service à nos clients et nous utiliserons votre feedback pour nous améliorer.

Bien à vous,
L'équipe Keytrade Bank"	BE	1	2023-11-01T13:41:10.000Z	2	2023-11-06T10:45:43.000Z	2	False	Scam
"Très déçu.
Service clients injoignable, et peu sympathique voir désagréable.
Les demandes administratives sont d'une lenteur innommable.
Ce message recevra une réponse du style, votre satisfaction est importante pour nous, etc...
Mais en fait c'est ainsi depuis des années.
Bref, ne croyez pas les pubs pour Keytrade, elles sont à des kilomètres de la réalité.
Triste."	1	654219d03343580012b3e4ce	fr	"Bonjour Olivier G,

Nous regrettons d'entendre parler de votre expérience et nous excusons sincèrement pour les problèmes que vous avez rencontrés. Nous travaillons sur des améliorations et vos commentaires nous aident à prioriser ces changements.

Bien à vous,
L'équipe Keytrade Bank"	BE	1	2023-11-01T11:26:41.000Z	1	2023-11-06T11:02:26.000Z	5	False	Très déçu.
"Banque totalement nul que j'utilise depuis quelques années car gratuit mais je vais finalement fermer mon compte car un service inutile ne me sert à rien. 

1) Impossible de relier keytrade et payconiq !
2) Impossible de faire de virement instantané !
3) Impossible de sauvegarder mes bénéficiaires, tout s'efface à chaque fois !
4) Impossible de me connecter à keytradebank sans le petit lecteur !

Bref, keytradebank est d'une nullité totale..."	1	5dd563a551390590e6588de0	fr	"Bonjour Monsieur Lejeune,

Nous sommes désolés de ne pas répondre à vos attentes. Nous travaillons avec diligence pour améliorer nos services en fonction de commentaires comme le vôtre.

Quant à la connexion à l'espace sécurisé, il y a une alternative au lecteur digipass, à savoir la SoftKey. Plus d'information via https://www.keytradebank.be/fr/aide/softkey.
Au cas où votre SoftKey serait perdue, vous pouvez en activer une nouvelle via https://www.keytradebank.be/fr/softkey-recovery.

Cordialement,
L'équipe Keytrade Bank"	BE	1	2023-11-01T11:24:53.000Z	10	2023-11-06T11:14:53.000Z	2	True	Banque totalement nul.
Profileren zich vooral met aandelen platform ben hier al jaren klant maar ondertussen is dit het meest verouderde,traagste en duur platform om op te traden klantendienst krijgt trouwens *-10	1	61d86e6a0ab79100127df0cd	nl	"Beste Danny,

Uiteraard vinden wij het jammer te lezen dat u niet tevreden bent. We streven constant naar verbetering van onze dienstverlening en we zullen dus uw feedback zeker gebruiken.

Met vriendelijke groeten,
Keytrade Bank"	BE	1	2023-10-31T19:14:57.000Z	7	2023-11-06T11:18:14.000Z	1	False	Profileren zich vooral met aandelen…
"Sinds 2021 klant omwille van voordeligste lening. Toen beslist om al onze bankzaken ook bij Keytrade te doen. Ze profileren zich als online bank zonder fysieke kantoren maar hun online service is alles behalve snel, vlot en vriendelijk. Voor de aanvraag van een nieuwe zichtrekening zit ik nu al 5 maanden te mailen en te bellen. Ik moest zelf een handgeschreven document bezorgen met de reden voor aanvraag. En dat voor een online bank?? De rekening en kaarten zijn nog altijd niet in orde. Nu blijkt ook dat hun nieuwe betaalkaarten Payconiq niet meer ondersteunen. Ze lijken er ook niet snel een oplossing voor te bieden. Onbegrijpelijk slechte ""online""  service. 

Overgeschakeld naar Argenta."	1	63ad960b1b576500139e46f3	nl	"Beste Jowe,

We vinden het jammer om te horen van uw ontevredenheid. We waarderen uw feedback en verzekeren u dat we stappen ondernemen om de situatie te verhelpen.

Met vriendelijke groeten,
Keytrade Bank"	BE	1	2023-10-31T12:05:32.000Z	2	2023-11-06T11:24:08.000Z	2	False	"Onbestaande ""online"" service."
pas de paiement en ligne (payconiq ou autres). Le solde ne se met à jour que très lentement. Les transferts mettent plus de 2 jours à être effectués. En résumé, il ne faut pas être pressé ! Le paiement instantané n'existe pas, vous l'aurez compris. Point positif : la gratuité. Mais ça existe ailleurs. La rémunération des transactions (quelques centimes) est maintenant plafonnée, ce qui ne fait que des cacahuètes. C'est plutôt un attrape-nigaud.	2	651e45cbf49e5000125b8444	fr	"Bonjour Hicham Doumali,

Nous sommes désolés de ne pas répondre à vos attentes. Nous travaillons avec diligence pour améliorer nos services en fonction de commentaires comme le vôtre.

Bien à vous,
L'équipe Keytrade Bank"	BE	1	2023-10-31T11:35:07.000Z	2	2023-11-06T11:28:02.000Z	0	False	banque archaïque
Zeer slechte klantendienst. Het duurde enorm lang om mijn rekening te activeren. Bij het aanvragen van een debetkaart liep er vanalles mis, 2 maand later pas ontvangen. Bij het aanvragen van een kredietkaart was het helemaal verkeerd. De nodige documenten werden geupload en 4 weken later krijg ik een mail dat alles geblokkeerd is. Kan hierdoor geen verichtigen doen en kan niet meer aan mijn spaarcenten. Teleurgesteld alles dan maar opgezegd bij Keytrade en alles laten overzetten naarmijn klassieke bank. Zoals gevraagd formulier ingevuld met de nodige stavingen maar ik wacht nu al 4 weken en er is nog helemaal niets gebeurd.	1	653e296dc51ab30011fe2150	nl	"Beste DVdb,

Onze excuses voor wat u hebt ervaren. Wij waarderen uw geduld en we gaan er alles aan doen om dit zo snel mogelijk te behandelen.

Met vriendelijke groeten,
Keytrade Bank"	BE	1	2023-10-29T11:44:45.000Z	1	2023-10-31T08:22:45.000Z	2	False	Zeer slechte klantendienst
Connexion facile, info recherchée disponible	5	5c3bc61ca94118a47a264e08	fr		BE	1	2023-10-28T20:28:47.000Z	5		0	False	Connexion facile
Simple et direct	5	6058dca7f37d1300194fd8a5	en		BE	1	2023-10-28T13:34:47.000Z	3		0	False	Simple et direct
Application simple à utiliser et c'est vrai que l'on reçoit 5cents par transaction	5	60684f3eebf30500197e42b5	en		BE	1	2023-10-28T10:12:51.000Z	3		1	False	Application simple à utiliser et c'est…
Canal de communication direct, fiable et efficace !	4	56d238740000ff000a0a0ed2	en		BE	1	2023-10-27T18:34:09.000Z	17		0	False	Canal de communication direct
Klantendienst telefonisch nauwelijks bereikbaar. Als je mailt ontvang je een automatisch bericht dat het tot 4 weken kan duren eer je een antwoord krijgt.  Is dit toelaatbaar ?? Bij mij werd een betaling in het kader van een domiciliëringsopdracht blijkbaar geweigerd. De bank laat het zelf niet weten, ik moet het horen van de begunstigde.  Klacht zowel telefonisch als per mail gemeld op 19.10. Betaling nog steeds niet uitgevoerd. Correspondent aan telefoon kon niet zeggen waarom betaling geweigerd werd.  Meer nog : hij kon zelfs de weigering niet opheffen.  Ik wacht nog steeds op antwoord/rechtzetting. Begunstigde nog steeds niet betaald....	1	61095f5cd2ad7e00123b0a8d	nl	"Beste heer Deblock,

We vinden het jammer om te horen van uw ontevredenheid. We waarderen uw feedback en verzekeren u dat we stappen ondernemen om de situatie te verhelpen.

Met vriendelijke groeten,
Keytrade Bank"	BE	1	2023-10-27T17:49:45.000Z	23	2023-10-31T08:28:14.000Z	3	False	slechte klantendienst
"Bonjour
Je suis très satisfait quand à l'idée de base de keytrade de payer ses clients pour chaque opérations.
Cependant il m'est arrivé d'avoir quelques soucis lors de transfert vers/venant d'autres banques, par rapport à la durée des transferts.
Et il m'est toujours impossible d'inscrire/enregistré mon compte/carte dans l'App payconiq.
Appart ça je vous remercie de la qualité de vos services."	3	653bd8afc7b7460011324796	fr	"Bonjour Nouri Karim A,

Merci pour votre avis. Votre feedback est essentiel pour nous améliorer et nous travaillons sur les points d’amélioration que vous avez mentionnés.

Bien à vous,
L'équipe Keytrade Bank"	BE	1	2023-10-27T17:35:13.000Z	1	2023-10-31T08:49:29.000Z	0	False	Un goût de trop peu
Application intuitive. Taux épargne très intéressant.	5	653bc723ea19750012316fe5	fr		BE	1	2023-10-27T16:20:20.000Z	1		0	False	Application intuitive
Dommage qu'il n'y ait pas de lecteur de QR code sur l'application	4	64ff20bc3b308d0012ecf7ad	fr		BE	1	2023-10-27T11:28:45.000Z	3		0	False	QR CODE
L’application a beaucoup de problème encore aujourd’hui (page blanche) je ne vois pas mon compte,et certaines dépenses sont très lentes à apparaître sur l’écran	2	64c0b2ef09c9a100122afa7b	fr	"Bonjour Madame Pirenne,

Nous sommes désolés d'entendre parler de votre insatisfaction. Nous apprécions votre feedback et vous assurons que nous prenons des mesures pour rectifier la situation. Les problèmes évoqués de page blanche et de chargement lent des dépenses sur l'écran sont résolus.

Bien à vous,
L'équipe Keytrade Bank"	BE	1	2023-10-26T11:29:16.000Z	4	2023-10-31T09:03:18.000Z	0	False	L’application a beaucoup de problème…
"Client depuis plus de 10 ans, je constate qu'autrefois au top sur tous les points, aujourd'hui il existe de grosses lacunes au niveau du service clientèle. Injoignables par téléphone (après 30 min j'ai abandonné), ils mettent 2 semaines pour répondre par email... c'est juste inconcevable pour une banque en ligne. N'ayant pas d'agences, Keytrade bank se doit d'être irréprochable sur ce point.
Pour le positif, c'est une banque totalement gratuite et qui vous fera gagner beaucoup d'argent. Croyez-moi ;)
Donc je retire une étoile pour leur service clientèle décevant et espère qu'ils feront tout pour remédier à cela."	4	5c24e00d18e0ed2aabbe84ed	fr		BE	1	2023-10-25T20:03:42.000Z	4		4	False	Au top sauf pour le service clientèle !
"Service client abominable.
Les emails ne sont jamais répondus.
Attente interminable au téléphone.
Compte bloqué pour raison inconnue. Impossible de débloquer."	1	632091ee083c860012eaf7da	fr	"Bonjour Alain,

Nous sommes désolés que vous ayez eu cette expérience. Nous apprécions votre patience et traitons vos préoccupations le plus rapidement possible.

Cordialement,
L'équipe Keytrade Bank"	BE	1	2023-10-25T14:51:01.000Z	2	2023-10-31T08:34:27.000Z	2	False	A fuir. Keytrade n'est plus ce qu'elle était !
