text	rating	language	title
"J'ai demandé à bénéficier d'une carte de crédit. Celle-ci m'a été refusée alors que rien ne le justifie vu mes salaires et avoirs assez élevés. J'ai plusieurs comptes dans plusieurs banques et tous sont régulièrement approvisionnés.
Quand j'ai demandé pourquoi elle m'avait été refusée, on m'a répondu chez Keytrade que jamais ils ne donnaient la raison de ce refus !! 
Alors qu'il suffisait peut-être d'une erreur ou autre.
Bref, banque en ligne ok mais vous ne pourrez jamais parler avec quelqu'un physiquement..."	2	fr	J'ai demandé à bénéficier d'une carte…
La pire application bancaire que j’ai jamais vue !! Le service client est aussi médiocre 	1	fr	La pire application bancaire que j’ai…
Banque efficace et à l’avant-garde. Elle offre des produits intéressants et décrits en toute transparence. Sa politique en termes de frais (par ex. zéro frais pour faire un virement SEPA simple) séduit presque autant que le fait qu’elle verse 0,05€/transaction quotidienne. Les taux d’épargne y sont justes par rapport au marché. Le fait de pouvoir tout faire en ligne est un grand avantage, surtout pour les personnes qui ne comprennent pas pourquoi il faudrait se déplacer en agence pour quelque chose que l’on peut faire à tout moment depuis n’importe où, au moyen de son ordinateur ou smartphone.	5	fr	Liberté, efficacité et flexibilité
"Aide et support

Je derais que dans l'ensemble s'est passable. Il a parfois des bugs ou des problèmes avec l'application.

Par contre, en ce qui concerne le support s'est en-dessous de tout ! J'ai pris contacte par mail et par téléphone mais personne ne répond.  Je m'inquiète de leur compétence et de leur solidité. Je viens de tout mettre chez eux bien que j'ai un compte depuis bien longtemps. Au besoin, je rechange car ce n'est pas acceptable de la part d'une institution financière digne de ce nom"	1	fr	Aide et support
Un rapport fonction prix parfait. Simple, efficace et gratuit. L'application pourrait être plus complète (pas de payement par code QR) mais je ne suis pas prêt a payer 80€/an pour cette fonction dans une grande banque. Je suis client depuis plusieurs années et le reste.	4	fr	Un rapport fonction prix parfait
"Client depuis de nombreuses années comme comptes secondaires pour l’épargne.
Cependant, j’en ai fait tout récemment ma banque principale au vu des avantages qui compensent les inconvénients, en remplacement d’Argenta.

Les comptes sont gratuits, les taux d’intérêts sur les comptes d’épargne sont avantageux et la banque vous paie pour les transactions effectuées.
L’application est sympa, facile et rapide.
Carte de crédit gratuite, sous condition.
Zoomit est inclus.

Les paiements entre amis avec Payconiq sont enfin à nouveau disponibles, super chouette !! 
Peut-être un jour Wero également ?
Les paiements instantanés sont absents, il faut juste être patient.

La sécurité 3D Secure avec la carte de débit visa ne fonctionne que si le site marchand le permet. Les paiements en ligne ne sont donc pas 100% sécurisés pour le client. 3D secure devrait être obligatoire pour TOUTES les transactions en ligne. Mais ceci est un défaut de toutes les banques.
Apple Pay est possible depuis ce 18.02.25, super ! Peut-être un jour Google Pay aussi ?

L’application pourrait être complétée, comme par exemple la gestion des ordres permanents et les domiciliations. Mais on peut très bien les gérer sur le site web.

J’aime beaucoup le fait de pouvoir personnaliser les comptes avec des petites photos dans l’application.

Keytrade pourrait investir et développer un peu plus ses solutions pour devenir la meilleure des banques.
"	4	fr	Keytrade est presque parfaite.
Je suis tout à fait satisfait de Keytrade bank. Un tout petit bémol quand à la description et documentation des produits proposés. Je suis souvent un peu perdu à ce niveau.	4	fr	Satisfait mais pas assez instruit!
Doet wat een bank behoort te doen zonder dwaze kosten.	5	nl	Doet wat een bank behoort te doen…
Alles verloopt steeds vlot, gemakkelijk om mee te werken.	4	nl	TEVREDEN
La position de KeyB dans le paysage bancaire belge est judicieuse et appréciée. Les conseils sont utiles et concrets, ce qui est rare. Participation au webinaire est source d'info's intéressantes. Bien sur KeyB ne peut améliorer le triste environnement actuel des investissements, mais peu-être qu'un peu plus d'originalité pourrait dynamiser la clientèle.  	5	fr	La position de KeyB dans le paysage…
Nog nooit problemen gehad in al die jaren bij Keytrade Bank.  	5	nl	Nog nooit problemen gehad in al die…
Geen opmerkingen. Alles loopt naar wens.	5	nl	Geen opmerkingen
Ik ben al jarenlang een tevreden klant.	5	nl	Ik ben al jarenlang een tevreden klant.
Makkelijke banksite , waar je snel je weg vindt .	4	nl	Makkelijke banksite 
Nous avons laisser nos deux fils investir dans des keyplan. Les résultats de l'investissements étaient de moyen à bon par rapport au marché. Le reporting est vraiment insidieusement erroné (ils prennent en compte l'augmentation mensuel de l'investissement dans leurs calculs de rendement, comme si c'était une performance de leur part). Le plus grave est qu'il est impossible de vendre le keyplan quand on veut : cela fait plus de 3 semaines que nous avons demandé de vendre, ils répondent au téléphone que ce n'est pas possible de vendre rapidement, ce qui est faux (nous avons travailler dans les fonds d'investissement, on sait de quoi on parle), et dans leurs conditions générales ils prévoient minimum 2 semaines pour réaliser une vente. C'est tout simplement une arnaque comme façon de procéder pour une banque internet. Ils se cachent vraiment dans les petites lettres de leurs contrats, ça n'est absolument pas clair quand on regarde leurs site. A éviter absolument !!!	1	fr	Plus de deux semaines pour qu'ils vendent votre keyplan ! Pour une banque internet c'est du vol !
J'ai voulu créer un compte pour mon fils de 12 ans et après avoir rentré toutes les informations en ligne, je n'ai jamais eu de retour...	3	fr	Création d'un compte en ligne pour mon fils
La gratuité, comparativement aux autres banques, est très appréciée et, malgré cela, les taux sont convenables (pas les meilleurs mais pas les moins bons). Large choix de produits pour les investissements (actions, fonds, ETF, invest plan, ...). Site internet et application bien faite. Je regrette par contre le désordre dans l'outil de recherche des fonds et ETF ainsi que l'absence de virement instantané (d'autant que les paiements entre amis via Payconiq ne sont pas pris en charge).	4	fr	Gratuité, large choix mais...
"De app van Keytrade Bank is super gebruiksvriendelijk en overzichtelijk.
"	5	nl	Gebruiksvriendelijk...
"Application smartphone très claire et intuitive.
Application PC (site Web) encore plus clair car permet une vue globale.
Au niveau compte, c'est gratuit et on est payé par transaction. La visa est aussi gratuite pour peu qu'on l'utilise, et c'est encore mieux.
Les (rares) fois ou j'ai du contacter vos services, tout a toujours été très clair et réactif.
En bref , que du bonheur. Je ne vois rien à améliorer."	5	fr	Apps claires et service impeccable.
goeie intresten en dienstverlening	5	nl	goeie intresten en dienstverlening
"Banque efficace & gratuite. Payé à chaque transaction. Offre complète avec un simulateur de crédit hypothécaire au top.
Je recommande sans hésiter comparé aux grandes banques"	5	fr	Banque efficace & gratuite
"Contente de keytrade dans l'ensemble. Utilisé pour les achats et paiements quotidiens qui rapportent un petit bonus chaque fin de mois. C'est mon compte courses comme je l'appelle. Le compte épargne est intéressant également. 
Dommage pas de virement instantané. "	4	fr	Comme second compte 
"Pas cher.
Efficace.
Site web et application user friendly"	5	fr	Keytrade
Goed en overzichtelijk !	5	nl	Goed en overzichtelijk !
Alles goed heel tevreden 	5	nl	Alles goed heel tevreden
Alles prima	5	nl	Alles prima
Banque en ligne qui vous paie pour vos transactions. Aucun frais tout est gratuit et l'assistance téléphonique est excellente. Bravo.	5	fr	Excellent !
"En général les pages sont claires, juste un défaut a mon avis : la déconnexion qui est dans l’icône ""plus"" avec trois barre au dessus.
La sortie du programme doit être plus visible dans le menu de base"	4	fr	Icones pas claire
"Je komt een eenvoudig aan de nodige documenten om fiscaal gebruik te kunnen maken van de aftrek voor de belastingen op dividenten.
Verder vind ik de website heel eenvoudig in gebruik, zowel op PC als via de app."	5	nl	Eenvoud van web en app gebruik
Dommage on sait pas faire de paiements instantané 	3	fr	Dommage on sait pas faire de paiements…
Duidelijke rekeninguittreksels.	5	nl	Duidelijke rekeninguittreksels.
Le plus chez Keytrade est le petit quelque chose que l’on reçoit à chaque opération bancaire.	5	fr	Le plus chez Keytrade est le petit quelque chose que l’on reçoit par opération bancaire.
Une banque qui travaille pour ses clients.une interface facile d'utilisation.	5	fr	Excellente banque
"Gemakkelijk en voordelig 
Gebruiksvriendelijk "	4	nl	Gemakkelijk en voordelig 
"Als je elke maand een bedrag ontvangt voor elke betaling via Keytrade, dan is dat meer dan een appeltje voor de dorst!
Ook de kosteloze rekening en de hoge intresten op de Fidelity rekening zijn sterke troeven, om dan nog maar te zwijgen van de lage instapdrempel voor een spaarplan in een ruim assortiment fondsen."	5	nl	Geld krijgen als je betaalt!! En dat is geen grap.
j'utilise peu la banque, une connexion via itsme serait un bon progrès.	4	fr	j'utilise peu la banque
altijd correcte info, zeer informatieve sit voor beleggers !	5	nl	altijd correcte info
Geen voorzieningen voor slechtzzienden. Blauwe kleuren hebben niet voldoende kontrast en digipas iste klein om tijdig te lezen; llat staan te noteren	3	nl	slechtziendenGen
"Tot nu is alles verlopen zoals het hoort.
Ik ben alleen bang dat het anders kan zijn bij een probleem om dan snel geholpen te zijn."	5	nl	Tot nu is alles verlopen zoals het…
"L'application mobile n'est pas du tout ""friendly"" et celle sur pc date un peu.
En effet, elle devrait pouvoir utiliser ""Itsme"" comme moyen d'identification et ce n'est toujours pas le cas."	3	fr	Les applications
Keytrade is zeer transparant en komt altijd na wat ze zeggen	5	nl	Transparantie
"No nonsens bank. Alles gratis incl. Visa.
Ze betalen de klant voor zelf betalingen te doen.
Top ervaring met online trading aandelen.
Ze zijn niet opdringerig."	5	nl	No nonsens bank
probleemloos	4	nl	probleemloos
aandelenlijsten	4	nl	dagelijkse aandelenlijsten 
Fervent défenseur de cette banque à ses débuts, j'y reste pour l'avantage accordé sur chaque transaction et la carte Visa gratuite, mais le reste de ses nombreux avantages a malheureusement disparu. De pionnière, l'institution semble s'être reposée sur ses lauriers et est maintenant dépassée sur de nombreux points par la concurrence : ergonomie dégradée de l'App, disparition des paiements NFC et ensuite du transfert d'argent entre particuliers via QR faute d'intégration complète à Payconiq...	2	fr	Tellement mieux... avant
"Prima website om te bankieren.
Alle onderdelen zijn duidelijk.

Spijtig van het formaat van de hardkey: te klein, bedieningsgemak met vingers is niet ideaal, aflezing alleen gemakkelijk met zeer goede verlichting."	4	nl	Prima website om te bankieren.
Facile, rapide, pas compliqué.	5	fr	Facile
Keytrade is een prima bank voor wie online uit de voeten kan. Transparant, snel, goedkoop en niet opdringerig. Ook de beleggingsproducten lijken me oké.	5	nl	Keytrade is een prima bank voor wie…
une banque fiable.  Les paiements sont réalisés correctement.  Les extraits de compte sont réguliers et faciles à obtenir.	5	fr	une banque fiable
Payconiq ne fonctionne toujours pas	3	fr	Payconiq ne fonctionne toujours pas
Wij willen alles van BNP overzetten naar Keytrade. Wij hebben al meer dan 25 jaar een Visa Gold bij Fortis maar bij Keytrade krijgen we zelfs geen gewone Visa. We hebben nochtans een groot inkomen en net een behoorlijke erfenis gekregen maar dat is blijkbaar niet voldoende. Jammer, we vinden wel een andere bank.	1	nl	Niet klantvriendelijk 
De enige bank die iets geeft bij een overschrijving! Bij andere banken moet je voor alles betalen. Mogen hier een voorbeeld aannemen.	5	nl	De enige bank die iets geeft bij een…
Quelques soucis pour effectuer un virement dans l'app android si le destinataire n'est pas enregistré, et GROS point noir, le paiement payconiq via scan du code barre employé de plus en plus vu la modification de la législation qui est un gros handicap.	4	fr	Quelques soucis pour effectuer un…
Jamais aucun problèmes,  tous se fait en temps et en heures 	5	fr	Jamais aucun problèmes
Rapîde et sans problèmes	5	fr	Rapîde et sans problèmes
"0,05€ par transaction c'est génial mais transfert d'argent assez lent. Le bénéficiaire reçoit l'argent plusieurs jours après le transfert. 

"	3	fr	Positif et négatif 
Utilisation simple et bon taux d'intérêts 	5	fr	Utilisation simple et bon taux…
"De rente op de spaarrekening is gezakt.
Terwijl deze bij een andere bank stijgen.
"	2	nl	De rente op de spaarrekening is gezakt.
Les frais d’investissement sont parmi les plus chers des banques en ligne. Allez-vous vous aligner prochainement sur les tarifs de vos concurrents?	3	fr	Les frais d’investissement sont parmi…
Franchement: très déçu de leur approche clientèle. C'est gratuit, et effectivement, on en a pour notre argent! J'aurais dû regarder les avis avant car avec 55% d'1 étoile, j'aurai regardé à 2 fois. J'ai nettement un meilleur service - payant d'accord - auprès de ma banque actuelle. J'y retourne donc. Merci Keytrade de m'avoir fait perdre une partie de ma prime de fidélité. Heureusement, tout n'était pas encore transféré. Je n'ai jamais changé aussi vite de banque mais il y a un début à tout.	1	fr	Sérieux?
Very reactive support	5	en	Very reactive support
"Terrible support. People sound like students on the phone, they don't listen to what you say, speak barely Dutch. Long waiting times before you get to speak to someone... very very very lousy service. This is not an occasional thing... it's really ALWAYS like that. And they always respond on trustpilot ""We're working diligently to enhance our services and decrease the waiting times based on feedback like yours""... but it never gets resolved: look at all the terrible reviews! It's been going on for ages!"	1	en	Terrible support and extremely long waiting times
Banque qui fonctionne bien, sans frais inutile 	5	fr	Fiable
Gratis kaarten soms nog een beetje geld krijgen, als je regelmatig credit kaart gebruikt ook gratis, heel goede bank ik was eens bedrogen in Spanje en heb geld terug gekregen, wat ik hier allemaal schrijf doet geen enkele andere Bank	4	nl	Gratis kaarten soms nog een beetje geld…
Bijna onmogelijk om jullie te contacteren!!!	3	nl	Bijna onmogelijk om jullie te…
Goed, maar beperkte keuze aan ETFs	4	nl	Goed
"Bjr, mon époux ne sait plus encoder des communications manuelles sur l'appli smartphone :-(.
De mon côté, je regrette que sur l'appli, qd on fait des virements, c'est le numéro de compte qui apparaît et non le nom lié (pourtant encodé dans mes favoris) dans la liste des txns.
Merci ! "	3	fr	Détails, embétants
